NO CHARGER;CHARGER ;NO UNIT;LOKASI;STATUS;Tgl Dtg;Tgl Pertama Kali Kirim
C1501;LI 24V 50A SN : SW253419046604;5354;Tech Onshore MEP Prefabricators Indonesia Jababeka;TERPASANG;;04/12/2025
C1502;LI 24V 50A SN : SW253311039525;5352;Tech Onshore MEP Prefabricators Indonesia Jababeka;TERPASANG;;04/12/2025
C1503;LI 80V 80A SN : 277021E2510;05025DS7440;POOL (POS 5) - Plan Unilift Dijual Keep dijual (by pak yono 4 Des 25);DIJUAL;;
C1504;LI 80V 80A SN : 276100E2509;05025DS7438;POOL (POS 5) - Plan Unilift Dijual Keep dijual (by pak yono 4 Des 25);DIJUAL;;
C1505;LI 80V 80A SN : 277010E2510;05025DS7436;POOL (POS 5) - Plan Unilift Dijual Keep dijual (by pak yono 4 Des 25);DIJUAL;;
C1506;LI 80V 80A SN : 276108E2509;05025DS7437;POOL (POS 5) - Plan Unilift Dijual Keep dijual (by pak yono 4 Des 25);DIJUAL;;
C1507;LI 80V 80A SN : 271438E2509;05025DS7441;POOL (POS 5) - Plan Unilift Dijual Keep dijual (by pak yono 4 Des 25);DIJUAL;;
C1508;LI 80V 80A SN : 276091E2509;05025DS7442;POOL (POS 5) - Plan Unilift Dijual Keep dijual (by pak yono 4 Des 25);DIJUAL;;
C1509;LI 24V 50A SN : SW253419046603;;Nabati Majalengka;SPARE;;13/12/2025
C1510;LI 24V 50A SN : SW253419046606;5416;POOL (POS 5) - Plan Arisa Semarang;TERPASANG;;
C1511;LI 24V 50A SN : SW253527051562;5398;POOL (POS 5) - Plan Duta Sentosa Yasa (Mr DIY) Marunda;TERPASANG;;
C1512;LI 24V 10A SN : SW2502280166 (MODEL SWCH24V10A-B);5396;POOL (POS 5) - Plan Duta Sentosa Yasa (Mr DIY) Marunda;TERPASANG;;
C1513;LI 24V 10A SN : SW2502280120 (MODEL SWCH24V10A-B);5415;POOL (POS 5) - Plan Duta Sentosa Yasa (Mr DIY) Marunda;TERPASANG;;
C1514;LI 24V 10A SN : SW2502280165 (MODEL SWCH24V10A-B);5385;POOL (POS 5) - Plan Duta Sentosa Yasa (Mr DIY) Marunda;TERPASANG;;
C1515;;;;SPARE;;
C1516;LI 24V 50A SN : SW252516003709;;Nabati Majalengka;SPARE;;13/12/2025
C1517;LI 24V 50A SN : SW252516003696;;Nabati Majalengka;SPARE;;13/12/2025
C1518;LI 24V 50A SN : SW252516003699;;Nabati Majalengka;SPARE;;13/12/2025
C1519;LI 80V 200A SN : 225423E2503;05035DS7422;POOL (POS 2) - Plan Unilift Dijual ;DIJUAL;;
C1520;LI 24V 100A SN : 20250105V232;5422;POOL (POS 5) - Plan Samsung Sds Surabaya;TERPASANG;;
C1521;LI 24V 100A SN : 20250617V043;080207DD887;POOL (POS 5) - Plan Rantai Dingi (Dijual);DIJUAL;;
C1522;LI 24V 100A SN : 20250617V043;080207DD880;POOL (POS 5) - Plan Rantai Dingi (Dijual);DIJUAL;;
C1523;LI 80V 200A SN : 227267E2503;6061;POOL (POS 5) - Plan BMJ Karawang;TERPASANG;;
C1524;LI 80V 200A SN : 222026E2502;05025DR4558;POOL (POS 5) - Plan Unilift Cahaya Semesta (Dijual);DIJUAL;;
C1525;LI 80V 200A SN : 231468E2503;5750;POOL (POS 5) - Plan Bekaert Indonesia;TERPASANG;;
C1526;LI 80V 200A SN : 233912E2504;5993;POOL (POS 5) - Plan Bekaert Indonesia;TERPASANG;;
C1527;LI 24V 100A SN : 20250617V042;080207DD884;POOL (POS 5) - Plan Unilift Cahaya Semesta (Dijual) Rantai Dingin Asia;DIJUAL;;
C1528;LI 24V 100A SN : 20250617V036;080207DD886;POOL (POS 5) - Plan Unilift Cahaya Semesta (Dijual) Rantai Dingin Asia;DIJUAL;;
C1529;LI 24V 100A SN : 20250617V032;080207DD878;POOL (POS 5) - Plan Unilift Cahaya Semesta (Dijual);DIJUAL;;
C1530;LI 24V 100A SN : 20250617V048;5736;POOL (POS 5) - Plan Reckit Cileungsi;TERPASANG;;
C1531;LI 80V 200A SN : 227873E2503;6063;POOL (POS 5) - Plan BMJ Karawang;TERPASANG;;
C1532;LI 80V 200A SN : 227874E2503;6062;POOL (POS 5) - Plan Bukit Muria Jaya ;TERPASANG;;
C1533;LI 80V 200A SN : 227870E2503;6064;POOL (POS 5) - Plan Bukit Muria Jaya ;TERPASANG;;
C1534;LI 24V 50A SN : SW253527051571;08020JNN656;POOL (POS 5) - Plan Unilift Cahaya Semesta (Dijual);DIJUAL;;
C1535;LI 80V 200A SN : 231465E2503;5793;POOL (POS 5) - Plan Unilift (Dijual);DIJUAL;;
C1536;LI 24V 50A SN : SW252516003710;;Kaldu Sari Nabati Majalengka;SPARE;23/01/2026;23/01/2026
C1537;LI 24V 50A SN : SW253527051567;;Kaldu Sari Nabati Majalengka;SPARE;23/01/2026;23/01/2026
C1538;LI 24V 50A SN : SW253419046610;6066;Arisa Semarang;TERPASANG;;23/01/2026
C1539;LI 24V 50A SN : SW253419046591;;Kaldu Sari Nabati Majalengka;SPARE;23/01/2026;23/01/2026
C1540;LI 24V 50A SN : SW252516003701;6077;POOL (POS 2);TERPASANG;;29/01/2026
C1541;LI 24V 50A SN : SW253527051563;6079;POOL (POS 2);TERPASANG;;29/01/2026
C1542;LI 24V 30A SN : SWCH24V30A-B SW253022028171;6084;POOL (POS 5) - Plan Bekaert Karawang;TERPASANG;;
C1543;LI 24V 30A SN : SWCH24V30A-B SW253022028198;6081;POOL (POS 5) - Plan Arisa Semarang;TERPASANG;;
C1544;LI 24V 30A SN : SWCH24V30A-B SW253022028170;6083;POOL (POS 5) - Plan Arisa Semarang;TERPASANG;;
1464C;LI 24V 30A SN : SWCH24V30A-B SW252919027016;6082;POOL (POS 5) - Plan Arisa Semarang;TERPASANG;;
1465C;LI 80V 200A SN : 265688E2508;5998;POOL (POS 5) - Plan LG Tangerang;TERPASANG;;
1466C;LI 80V 200A SN : 2278137E2510;;POOL (POS 2);AVAILABLE;;28/02/2026
1467C;LI 80V 200A SN : 286468E2511;07016DT7477;POOL (POS 2) - Plan Unilift (Dijual);DIJUAL;;
1468C;LI 80V 200A SN : 293522E2512;05035DT7222;POOL (POS 2) - Plan Indofood Bogosari (Dijual);DIJUAL;;
1469C;LI 80V 200A SN : 293538E2512;6090;POOL (POS 2) - Plan Kokoh Inti Gresik Surabaya;TERPASANG;;
1470C;LI 80V 200A SN : 276098E2509;5757;POOL (POS 5) - Plan Ultra Sumatera ;TERPASANG;;
1471C;LI 24V 100A SN : 20250617V044;;POOL (POS 5) ;AVAILABLE;;
1472C;LI 24V 100A SN : 20250617V047;;POOL (POS 5) ;AVAILABLE;;
1473C;LI 80V 200A SN : 278150E2510;5317;POOL (POS 5) - Plan Kokoh Inti Cileungsi;TERPASANG;;
1474C;LI 80V 200A SN : 276101E2509;6093;POOL (POS 5) - Plan Kokoh Inti Gresik Surabaya;TERPASANG;;
1475C;LI 24V 10A SN : SW2502280152;08015JLR983;POOL (POS 2) - Plan Aoyama (Dijual) Unilift;DIJUAL;;
1476C;;;;SPARE;;
1477C;LI 24V 100A SN : 20250617V053;6121;;TERPASANG;;
1478C;LI 24V 100A SN : 20250617V050;6122;;TERPASANG;;
1479C;LI 24V 100A SN : 20250617V049;6123;;TERPASANG;;
1480C;LI 24V 100A SN : 20250617V033;6124;;TERPASANG;;
1481C;LI 24V 10A SN : SW2502280161;08015JLR995;POOL (POS 5) - Plan Unilift Cahaya Semesta (Dijual);DIJUAL;;
1482C;LI 80V 200A SN : 296943E2512;05035DT7225;POOL (POS 5) - Plan Unilift Cahaya Semesta (Dijual);DIJUAL;;
1483C;LI 80V 200A SN : 293521E2512;05035DT7223;POOL (POS 5) - Plan Unilift Cahaya Semesta (Dijual);DIJUAL;;
1484C;LI 80V 200A SN : 277004E2510;05035DT7224;POOL (POS 5) - Plan Unilift Cahaya Semesta (Dijual);DIJUAL;;
1485C;LI 80V 200A SN : 265693E2508;6130;POOL (POS 5) - Plan CNS Jember Timur;TERPASANG;;
1486C;LI 80V 200A SN : 264162E2507;6131;POOL (POS 5) - Plan CNS Jakbar 2;TERPASANG;;
1487C;LI 48V 100A SN : APL2601515924433;6110;POOL (POS 5) - Plan LG Tangerang;TERPASANG;;
1488C;LI 48V 100A SN : APL2601515924437;6111;POOL (POS 5) - Plan LG Tangerang;TERPASANG;;
1489C;LI 48V 100A SN : APL260151674014;6112;POOL (POS 5) - Plan LG Tangerang;TERPASANG;;
1490C;LI 48V 100A SN : APL2601515924432;6113;POOL (POS 5) - Plan LG Tangerang;TERPASANG;;
1491C;LI 48V 100A SN : APL2601515924434;6114;POOL (POS 5) - Plan LG Tangerang;TERPASANG;;
1492C;LI 48V 100A SN : APL260160012007;6115;POOL (POS 5) - Plan LG Tangerang;TERPASANG;;
1493C;LI 48V 100A SN : APL2601515924431;6116;POOL (POS 5) - Plan LG Tangerang;TERPASANG;;
1494C;LI 48V 100A SN : APL2601515924435;6117;POOL (POS 5) - Plan LG Tangerang;TERPASANG;;
1495C;LI 48V 5A : SW2503080101;08020JMX643;POOL (POS 5) - Plan Vinfast Subang - Unilift (Dijual);DIJUAL;;
1496C;LI 48V 5A : SW2503080133;08020JMX637;POOL (POS 5) - Plan Vinfast Subang - Unilift (Dijual);DIJUAL;;
1497C;LI 48V 5A : SW2502280146;08020JMX638;POOL (POS 5) - Plan Vinfast Subang - Unilift (Dijual);DIJUAL;;
1498C;LI 48V 5A : SW2503080126;08020JMX632;POOL (POS 5) - Plan Vinfast Subang - Unilift (Dijual);DIJUAL;;
1499C;LI 48V 5A : SW2503080116;08020JMX641;POOL (POS 5) - Plan Vinfast Subang - Unilift (Dijual);DIJUAL;;
1500C;LI 80V 200A SN : 302545E2601;6160;POOL (POS 5) - Plan Advantis;TERPASANG;;
1501C;LI 80V 200A SN : 298673E2512;6161;POOL (POS 5) - Plan Advantis;TERPASANG;;
1502C;LI 80V 200A SN : 303457E2601;6162;POOL (POS 5) - Plan Advantis;TERPASANG;;
1503C;LI 80V 200A SN : 298670E2512;6163;POOL (POS 5) - Plan Advantis;TERPASANG;;
1504C;LI 80V 200A SN : 298628E2512;5699;POOL (POS 5) - Plan Advantis;TERPASANG;;
1505C;LI 80V 200A SN : 303673E2601;5700;POOL (POS 5) - Plan Advantis;TERPASANG;;
1506C;LI 80V 200A SN : 302546E2601;6034;POOL (POS 5) - Plan DCK Karawang;TERPASANG;;
1507C;LI 80V 200A SN : 303706E2601;6133;POOL (POS 5) - Plan Advantis;TERPASANG;;
1508C;LI 80V 200A SN : 298629E2512;6159;POOL (POS 5) - Plan Advantis;TERPASANG;;
1509C;LI 80V 100A SN : 398665E2601;6132;POOL (POS 5) - Plan Advantis;TERPASANG;;
1510C;LI 80V 200A SN : 302944E2601;6134;POOL (POS 5) - Plan Advantis;TERPASANG;;
1511C;LI 80V 200A SN : 303649E2601;6158;POOL (POS 5) - Plan Advantis;TERPASANG;;
1512C;LI 80V 200A SN : SW253527051569;08020JNN655;POOL (POS 5) - Plan Unilift (Dijual);DIJUAL;;
1513C;LI 80V 200A SN : 303705E2601;6165;POOL (POS 5) - Plan DCK Tangerang;TERPASANG;;
1514C;LI 80V 200A SN : 298668E2512;6164;POOL (POS 5) - Plan DCK Tangerang;TERPASANG;;
1515C;LI 80V 100A SN : 398661E2601;6166;POOL (POS 5) - Plan DCK Cibitung / MM;TERPASANG;;
1516C;LI 80V 100A SN : 398663E2601;6167;POOL (POS 5) - Plan DCK Cibitung / MM;TERPASANG;;
1517C;LI 80V 200A SN : 302543E2601;6168;POOL (POS 5) - Plan DCK Cibitung / MM;TERPASANG;;
1518C;LI 80V 200A SN : 302945E2601;6169;POOL (POS 5) - Plan DCK Karawang;TERPASANG;;
1519C;LI 80V 200A SN : 303702E2601;6170;POOL (POS 5) - Plan DCK Karawang;TERPASANG;;
1520C;LI 80V 200A SN : 298663E2512;5999;POOL (POS 5) - Plan DCK Karawang;TERPASANG;;
1521C;LI 80V 100A SN : APL260160006014;6095;POOL (POS 5) - Plan LG Tangerang;TERPASANG;;
1522C;LI 80V 100A SN : APL260160006013;6096;POOL (POS 5) - Plan LG Tangerang;TERPASANG;;
1523C;LI 80V 100A SN : APL260160006016;6097;POOL (POS 5) - Plan LG Tangerang;TERPASANG;;
1524C;LI 80V 100A SN : APL260160006017;6098;POOL (POS 5) - Plan LG Tangerang;TERPASANG;;
1525C;LI 80V 100A SN : APL260160006015;6099;POOL (POS 5) - Plan LG Tangerang;TERPASANG;;
1526C;LI 24V 100A SN : 20260106V119;6171;POOL (POS 1) - Plan Bekaert Indonesia;TERPASANG;;
1527C;LI 24V 100A SN : 20260106V120;6172;POOL (POS 5) - Plan Bekaert Karawang;TERPASANG;;
1528C;LI 24V 100A SN : 20260106V123;6173;POOL (POS 5) - Plan Bekaert Karawang;TERPASANG;;
1529C;LI 24V 100A SN : 20260106V122;6174;POOL (POS 5) - Plan Bekaert Karawang;TERPASANG;;
1530C;LI 24V 100A SN : 20260106V117;6175;POOL (POS 5) - Plan Bekaert Karawang;TERPASANG;;
1531C;LI 80V 200A SN : 303456E2601;;Advantis Akaza Indonesia GIIC - Deltamas;SPARE;;07/04/2026
1532C;LI 80V 200A SN : 303648E2601;;POOL (POS 5);AVAILABLE;;
1533C;LI 80V 200A SN : 298662E2512;;POOL (POS 5);AVAILABLE;;
1534C;LI 80V 200A SN : 303704E2601;;POOL (POS 5);AVAILABLE;;
1535C;LI 80V 200A SN : 302949E2601;;POOL (POS 5);AVAILABLE;;
CL01;LITIUM 48V 200A SN : APL21097169003;2889;Oji Sinarmas Delta mas;TERPASANG;13/12/2021;17/12/2021
CL02;LITIUM 48V 200A SN : APL21097169005;;CS 2 Pola Sehat Surabaya;SPARE;13/12/2021;24/12/2021
CL03;LITIUM 48V 200A SN : APL21097169006;;Reckit Benckiser Cileungsi;SPARE;13/12/2021;24/12/2021
CL04;LITIUM 80V 200A SN : APL21097169007;;IKPP Perawang;SPARE;13/12/2021;23/12/2021
CL05;LITIUM 48V 200A SN : APL21097169002;1634;Lami Packaging Indonesia Serang ;TERPASANG;13/12/2021;30/12/2021
CL06;LITIUM 80V 200A SN : APL21097169010;;POOL (POS 2);AVAILABLE;13/12/2021;01/04/2022
CL07;LITIUM 80V 200A SN : APL21097169009;;POOL (POS 2);AVAILABLE;13/12/2021;04/01/2022
CL08;LITIUM 48V 200A SN : APL21097169001;3366;Univenus Serang - Spare;TERPASANG;13/12/2021;08/01/2022
CL09;LITIUM 80V 200A SN : APL21097169008;;IKPP Perawang;SPARE;13/12/2021;15/01/2022
CL10;LITIUM 48V 200A SN : APL21097169004;;Supernova Cibitung / MM;SPARE;13/12/2021;20/01/2022
CL11;LITIUM 48V 200A SN : APL21117285001;;POOL (POS 2);AVAILABLE;17/02/2022;23/02/2022
CL12;LITIUM 48V 200A SN : APL21117285013;2890;Oji Sinarmas Delta mas;TERPASANG;17/02/2022;24/02/2022
CL13;LITIUM 48V 200A SN : APL21117285017;2136;Bridon Karawang;TERPASANG;17/02/2022;24/02/2022
CL14;LITIUM 48V 200A SN : APL21117285006;2892;Oji Sinarmas Delta mas;TERPASANG;17/02/2022;24/02/2022
CL15;LITIUM 48V 200A SN : APL21117285004;2900;Supernova Cibitung / MM;TERPASANG;17/02/2022;25/02/2022
CL16;LITIUM 48V 200A SN : APL21117285012;2969;Indofood Asahi Curug / Indolakto C3;TERPASANG;17/02/2022;30/03/2022
CL17;LITIUM 48V 200A SN : APL21117284015;;Kaldu Sari Nabati Rancaekek;SPARE;17/02/2022;30/03/2022
CL18;LITIUM 48V 200A SN : APL21117285015;2971;Indofood Asahi Curug / Indolakto C3;TERPASANG;17/02/2022;30/03/2022
CL19;LITIUM 48V 200A SN : APL21117285008;2968;Indofood Asahi Curug / Indolakto C3;TERPASANG;17/02/2022;30/03/2022
CL20;LITIUM 48V 200A SN : APL21117284006;2901;Supernova Cibitung / MM;TERPASANG;17/02/2022;02/03/2022
CL21;LITIUM 48V 200A SN : APL21117285016;;Supernova Cibitung / MM;SPARE;17/02/2022;04/03/2022
CL22;LITIUM 48V 200A SN : APL21117284005;1287;Pantos Tangerang (LG);TERPASANG;17/02/2022;08/03/2022
CL23;LITIUM 48V 200A SN : APL21117285003;1955;Cipta Niaga Semesta / Mayora Majalengka;TERPASANG;17/02/2022;08/03/2022
CL24;LITIUM 48V 200A SN : APL21117285011;1945;IKPP Perawang;TERPASANG;17/02/2022;08/03/2022
CL25;LITIUM 48V 200A SN : APL21117285010;;LG Tangerang;SPARE;17/02/2022;08/03/2022
CL26;LITIUM 48V 200A SN : APL21117284001;1428;Cipta Multi Buana Tangerang;TERPASANG;17/02/2022;08/03/2022
CL27;LITIUM 48V 200A SN : APL21117284013;2065;South Pacific Viscose (SPV) Purwakarta;TERPASANG;17/02/2022;14/03/2022
CL28;LITIUM 48V 200A SN : APL21117284004;5304;Indonesia Steel Tube Deltamas;TERPASANG;17/02/2022;14/03/2022
CL29;LITIUM 48V 200A SN : APL21117284011;5285;Arisa Semarang;TERPASANG;17/02/2022;16/03/2022
CL30;LITIUM 48V 200A SN : APL21117285007;;POOL (POS 2);AVAILABLE;17/02/2022;17/03/2022
CL31;LITIUM 48V 200A SN : APL21117285014;1453;Mecoindo Sukaresmi;TERPASANG;17/02/2022;22/03/2022
CL32;LITIUM 48V 200A SN : APL21117284012;;Nissin Jaya Indonesia;SPARE;17/02/2022;22/03/2022
CL33;LITIUM 48V 200A SN : APL21117284007;2222;POOL (POS 2);TERPASANG;17/02/2022;19/03/2022
CL34;LITIUM 48V 200A SN : APL21117284002;;Pantos Cakung - CSKD;SPARE;17/02/2022;04/04/2022
CL35;LITIUM 48V 200A SN : APL21117285005;;LG Tangerang;SPARE;17/02/2022;21/03/2022
CL36;LITIUM 48V 200A SN : APL21117284008;;BMJ Karawang;SPARE;17/02/2022;21/03/2022
CL37;LITIUM 48V 200A SN : APL21117284003;1956;Pantos Cibitung CSKD;TERPASANG;17/02/2022;21/03/2022
CL38;LITIUM 48V 200A SN : APL21117284009;;POOL (POS 2);AVAILABLE;17/02/2022;29/03/2022
CL39;LITIUM 48V 200A SN : APL21117284014;1658;YCH Cikarang Deltamas (FFI Project);TERPASANG;17/02/2022;19/04/2022
CL40;LITIUM 48V 200A SN : APL21117285002;;POOL (POS 2);AVAILABLE;17/02/2022;26/04/2022
CL41;LITIUM 48V 200A SN : APL21117284010;;Surabaya ;SPARE;17/02/2022;18/09/2022
CL42;LITIUM 48V 200A SN : APL21117285009;;Tri Sentrum Fortuna Karawang;SPARE;17/02/2022;21/04/2022
CL43;LITIUM 48V 200A SN : APL22067683032;;Supernova JB 2;SPARE;12/08/2022;23/08/2022
CL44;LITIUM 48V 200A SN : APL22067683021;;Indo Bharat Rayon (IBR) Purwakarta ;SPARE;12/08/2022;07/09/2022
CL45;LITIUM 48V 200A SN : APL22067683031;5133;Wahana Citra Nabati Marunda;TERPASANG;12/08/2022;31/08/2022
CL46;LITIUM 48V 200A SN : APL22067683039;;POOL (POS 2);AVAILABLE;12/08/2022;13/08/2022
CL47;LITIUM 48V 200A SN : APL22067683040;;POOL (POS 2);AVAILABLE;12/08/2022;13/08/2022
CL48;LITIUM 48V 200A SN : APL22067683018;3550;Cipta Niaga Semesta / Mayora Tulungagung;TERPASANG;12/08/2022;07/09/2022
CL49;LITIUM 48V 200A SN : APL22067683028;;surabaya;SPARE;12/08/2022;?
CL50;LITIUM 80V 200A SN : APL22067683005;3286;BMJ Karawang;TERPASANG;12/08/2022;15/08/2022
CL51;LITIUM 80V 200A SN : APL22067683059;;IKPP Perawang;SPARE;12/08/2022;13/08/2022
CL52;LITIUM 80V 200A SN : APL22067683044;;POOL (POS 2);AVAILABLE;12/08/2022;13/08/2022
CL53;LITIUM 80V 200A SN : APL22067683066;;IKPP Perawang;SPARE;12/08/2022;13/08/2022
CL54;LITIUM 80V 200A SN : APL22067683077;;POOL (POS 2);AVAILABLE;12/08/2022;13/08/2022
CL55;LITIUM 80V 200A SN : APL22067683068;2453;Heinz ABC Tanjungpura Karawang;TERPASANG;12/08/2022;13/08/2022
CL56;LITIUM 80V 200A SN : APL22067683080;;POOL (POS 2);AVAILABLE;12/08/2022;13/08/2022
CL57;LITIUM 80V 200A SN : APL22067683002;;POOL (POS 5);AVAILABLE;12/08/2022;13/08/2022
CL58;LITIUM 48V 200A SN : APL22067683005;;Customer;SPARE;12/08/2022;?
CL59;LITIUM 80V 200A SN : APL22067683071;;Oki Palembang;SPARE;12/08/2022;13/08/2022
CL60;LITIUM 80V 200A SN : APL22067683079;;POOL (POS 2);AVAILABLE;12/08/2022;24/08/2022
CL61;LITIUM 48V 200A SN : APL22067683014;;LG Tangerang;SPARE;12/08/2022;11/01/2023
CL62;LITIUM 80V 200A SN : APL22067683065;;POOL (POS 2);AVAILABLE;12/08/2022;13/08/2022
CL63;LITIUM 80V 200A SN : APL22067683078;;IKPP Perawang;SPARE;12/08/2022;13/08/2022
CL64;LITIUM 80V 200A SN : APL22067683045;;IKPP Perawang;SPARE;12/08/2022;13/08/2022
CL65;LITIUM 80V 200A SN : APL22067683072;;Oki Palembang;SPARE;12/08/2022;13/08/2022
CL66;LITIUM 80V 200A SN : APL22067683064;;POOL (POS 2);AVAILABLE;12/08/2022;13/08/2022
CL67;LITIUM 80V 200A SN : APL22067683074;;ILC Karawang Barat;SPARE;12/08/2022;01/10/2022
CL68;LITIUM 80V 200A SN : APL22067683054;3217;Star Rubber Jambi;TERPASANG;12/08/2022;01/11/2022
CL69;LITIUM 80V 200A SN : APL22067683082;;ILC Karawang Barat;SPARE;12/08/2022;15/08/2022
CL70;LITIUM 80V 200A SN : APL22067683046;;Oki Palembang;SPARE;12/08/2022;24/08/2022
CL71;LITIUM 80V 200A SN : APL22067683069;;POOL (POS 2);AVAILABLE;12/08/2022;13/08/2022
CL72;LITIUM 48V 200A SN : APL22067683024;;POOL (POS 2);AVAILABLE;12/08/2022;02/02/2023
CL73;LITIUM 80V 200A SN : APL22067683004;;POOL (POS 2);AVAILABLE;12/08/2022;13/08/2022
CL74;LITIUM 80V 200A SN : APL22067683075;;Sika Indonesia Cileungsi;SPARE;12/08/2022;13/08/2022
CL75;LITIUM 48V 200A SN : APL22067683042;;HLI Green Power Karawang;SPARE;12/08/2022;07/02/2023
CL76;LITIUM 80V 200A SN : APL22067683043;;Sika Indonesia Cileungsi;SPARE;12/08/2022;13/08/2022
CL77;LITIUM 80V 200A SN : APL22067683052;;Oki Palembang;SPARE;12/08/2022;13/08/2022
CL78;LITIUM 48V 200A SN : APL22067683015;;LG Tangerang;SPARE;12/08/2022;01/09/2022
CL79;LITIUM 80V 200A SN : APL22067683020;;Oki Palembang;SPARE;12/08/2022;13/08/2022
CL80;LITIUM 80V 200A SN : APL22067683003;;Heinz ABC Karawang;SPARE;12/08/2022;25/09/2022
CL81;LITIUM 48V 200A SN : APL22067683001;2898;HLI Green Power Karawang;TERPASANG;12/08/2022;03/02/2023
CL82;LITIUM 48V 200A SN : APL22067683034;;POOL (POS 2);AVAILABLE;12/08/2022;13/08/2022
CL83;LITIUM 80V 200A SN : APL22067743001;3141;Sika Indonesia Cileungsi;TERPASANG;12/08/2022;13/08/2022
CL84;LITIUM 48V 200A SN : APL22067663003;3057;Asahimas Karawang;TERPASANG;24/09/2022;14/10/2022
CL85;LITIUM 48V 200A SN : APL22067663002;;POOL (POS 2);AVAILABLE;24/09/2022;13/10/2022
CL86;LITIUM 48V 200A SN : APL22067663011;3059;Asahimas Cikampek Batery;TERPASANG;24/09/2022;06/10/2022
CL87;LITIUM 80V 200A SN : APL22077841002;;LG Tangerang;SPARE;24/09/2022;28/09/2022
CL88;LITIUM 80V 200A SN : APL22077841001;;Oki Palembang;SPARE;24/09/2022;03/10/2022
CL89;LITIUM 80V 200A SN : APL22077841003;;LG Tangerang;SPARE;24/09/2022;03/10/2022
CL90;LITIUM 80V 200A SN : APL22067683047;;POOL (POS 2);AVAILABLE;24/09/2022;03/10/2022
CL91;LITIUM 48V 200A SN : APL22067663035;;Fajar Paper Cibitung / MM;SPARE;24/09/2022;06/10/2022
CL92;LITIUM 48V 200A SN : APL22067663030;2580;Samudera Logistik Service Mondelez Deltamas;TERPASANG;24/09/2022;12/10/2022
CL93;LITIUM 48V 200A SN : APL22067663041;;POOL (POS 2);AVAILABLE;24/09/2022;12/10/2022
CL94;LITIUM 48V 200A SN : APL22067663016;3010;Asahimas Karawang;TERPASANG;24/09/2022;17/10/2022
CL95;LITIUM 48V 200A SN : APL22067683037;1430;Piaggio Indonesia Jababeka;TERPASANG;24/09/2022;20/10/2022
CL96;LITIUM 48V 200A SN : APL22067683038;1514;POOL (POS 2);TERPASANG;24/09/2022;24/10/2022
CL97;LITIUM 48V 200A SN : APL22067683017;;Supernova JB 6;SPARE;24/09/2022;31/10/2022
CL98;LITIUM 48V 200A SN : APL22067683007;3213;Indolakto Ciracas;TERPASANG;24/09/2022;28/10/2022
CL99;LITIUM 48V 200A SN : APL22067683012;1515;Tirta Alam Segar Cibitung;TERPASANG;24/09/2022;31/10/2021
CL100;LITIUM 48V 200A SN : APL22067683029;;Mulia Tangguh Persada Cikarang Pusat;SPARE;24/09/2022;08/11/2022
CL101;LITIUM 48V 200A SN : APL22067683027;3364;Ichikoh Indonesia Cibitung / MM;TERPASANG;24/09/2022;14/12/2022
CL102;LITIUM 48V 200A SN : APL22067683010;;BMJ Karawang;SPARE;24/09/2022;19/12/2022
CL103;LITIUM 48V 200A SN : APL22067683006;;POOL (POS 2);AVAILABLE;24/09/2022;16/01/2023
CL104;LITIUM 80V 200A SN : APL22067683060;3287;BMJ Karawang;TERPASANG;24/09/2022;03/01/2023
CL105;LITIUM 48V 200A SN : APL22064353004;;Indolakto Fatectory - Citeurep;SPARE;24/09/2022;13/12/2022
CL106;LITIUM 80V 200A SN : APL22067683050;3320;IKPP Perawang;TERPASANG;24/09/2022;01/02/2023
CL107;LITIUM 80V 200A SN : APL22067683055;3321;IKPP Perawang;TERPASANG;24/09/2022;01/02/2023
CL108;LITIUM 48V 200A SN : APL22067683033;3101;Cipta Niaga Semesta / Mayora Surabaya Barsel;TERPASANG;24/09/2022;07/12/2022
CL109;LITIUM 48V 200A SN : APL22067683013;;POOL (POS 2);AVAILABLE;24/09/2022;11/01/2023
CL110;LITIUM 48V 200A SN : APL22067683023;;Indo Bharat Rayon (IBR) Purwakarta ;SPARE;24/09/2022;05/12/2022
CL111;LITIUM 80V 200A SN : APL22067683062;3326;IKPP Perawang;TERPASANG;24/09/2022;01/02/2023
CL112;LITIUM 80V 200A SN : APL22067683048;3288;IKPP Perawang;TERPASANG;24/09/2022;01/02/2023
CL113;LITIUM 80V 200A SN : APL22067683073;;Fajar Paper Cibitung / MM;SPARE;24/09/2022;12/10/2022
CL114;LITIUM 80V 200A SN : APL22067683058;;POOL (POS 5);AVAILABLE;24/09/2022;04/11/2022
CL115;LITIUM 80V 200A SN : APL22067683056;3215;Sika Indonesia Cileungsi;TERPASANG;24/09/2022;04/11/2022
CL116;LITIUM 80V 200A SN : APL22067683049;3216;Sika Indonesia Cileungsi;TERPASANG;24/09/2022;04/11/2022
CL117;LITIUM 80V 200A SN : APL22067683081;3218;Sika Indonesia Cileungsi;TERPASANG;24/09/2022;04/11/2022
CL118;LITIUM 80V 200A SN : APL22067683076;3219;POOL (POS 2);TERPASANG;24/09/2022;04/11/2022
CL119;LITIUM 48V 200A SN : APL22067683036;;Surabaya;SPARE;24/09/2022;13/12/2022
CL120;LITIUM 48V 200A SN : APL22067683026;;Unilever Bango Subang;SPARE;24/09/2022;17/01/2023
